 10:08:54.293  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createOrUpdateObjectSpis end [20 createOrUpdateObjectSpis klient].
 10:08:54.658  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... getRecordRObjectIdByDuid start.
 10:08:54.658  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen84027.
 10:08:54.661  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen84027.
 10:08:54.662  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... getRecordRObjectIdByDuid end [100].
 10:08:54.662  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... addRecordToBox start.
 10:08:54.663  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... addRecordToBox end [100].
 10:08:54.663  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecord end [50 recordToBox].
 10:08:54.663  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createRecordRecordTypeRelation start.
 10:08:54.664  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen84027.
 10:08:54.688  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244134688, User: cen84027
 10:08:54.689  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244134688, User: cen84027 ... relationSaveHistory start.
 10:08:54.690  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134688, User: cen84027 ... createOkErrorOutput start.
 10:08:54.690  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134688, User: cen84027 ... createErroOutput start.
 10:08:54.690  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244134688, User: cen84027 ... getErrorMessage start.
 10:08:54.690  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - getErrorMessage: ID_EXT: 1452244134688, User: cen84027, get errId EMC-0113
 10:08:54.691  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244134688, User: cen84027 ... getErrorMessage end [100].
 10:08:54.691  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134688, User: cen84027 ... createErroOutput end [100].
 10:08:54.691  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134688, User: cen84027 ... createOkErrorOutput end [100].
 10:08:54.694  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244134688, User: cen84027 ... relationSaveHistory end [100].
 10:08:54.695  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen84027.
 10:08:54.696  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createRecordRecordTypeRelation end [100].
 10:08:54.696  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecord end [60 recordTypeRelation].
 10:08:54.697  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createRecordSpisRelation start.
 10:08:54.697  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen84027.
 10:08:54.699  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createRecordSpisRelationSub start.
 10:08:54.712  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createRecordSpisRelationSub end [100].
 10:08:54.714  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... closeRecord start.
 10:08:54.714  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... getWorkUnitRObjectId start.
 10:08:54.715  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - r_object_id is 0802939680049bda
 10:08:54.715  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... getWorkUnitRObjectId end [100].
 10:08:54.718  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... closeRecord end [100].
 10:08:54.726  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244134726, User: cen84027
 10:08:54.727  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244134726, User: cen84027 ... relationSaveHistory start.
 10:08:54.728  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134726, User: cen84027 ... createOkErrorOutput start.
 10:08:54.728  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134726, User: cen84027 ... createErroOutput start.
 10:08:54.729  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244134726, User: cen84027 ... getErrorMessage start.
 10:08:54.729  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - getErrorMessage: ID_EXT: 1452244134726, User: cen84027, get errId EMC-0113
 10:08:54.729  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244134726, User: cen84027 ... getErrorMessage end [100].
 10:08:54.729  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134726, User: cen84027 ... createErroOutput end [100].
 10:08:54.730  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134726, User: cen84027 ... createOkErrorOutput end [100].
 10:08:54.731  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRelation - ID_EXT: 1452244134726, User: cen84027 ... relationSaveHistory end [100].
 10:08:54.750  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboAcl - ID_EXT: 1452244134104, User: cen84027 ... setACL start.
 10:08:54.750  WARN | cz.ness.documentum.cskld.sbo.impl.CsSboAcl - setACL dump: get_acl_for_spis:[false], cluid:[null], store_unit:[null], vip_unit:[null], r_object_id:[08029396862d7ebc].
 10:08:54.750  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboAcl - ID_EXT: 1452244134104, User: cen84027 ... setACL end [50].
 10:08:54.755  WARN | cz.ness.documentum.cskld.sbo.impl.CsSboAcl - setACL try to set aclName:[cs_a_public], aclDomaincluid:[espis] for object:[08029396862d7ebc].
 10:08:54.762  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboAcl - ID_EXT: 1452244134104, User: cen84027 ... setACL end [new acl_name cs_a_public for cs_record 08029396862d7ebc].
 10:08:54.766  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Removing dynamic group cs_superusers_dynamic from session for User: cen84027.
 10:08:54.768  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboRecordUtils - ID_EXT: 1452244134104, User: cen84027 ... createRecordSpisRelation end [100].
 10:08:54.768  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecord end [70 recordSpisRelation].
 10:08:54.769  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecord end [90 notifications].
 10:08:54.769  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecord end [100 commit].
 10:08:54.769  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134104, User: cen84027 ... createErrorOutput start.
 10:08:54.770  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134104, User: cen84027 ... createErrorOutput start.
 10:08:54.770  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134104, User: cen84027 ... createErroOutput start.
 10:08:54.771  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244134104, User: cen84027 ... getErrorMessage start.
 10:08:54.771  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - getErrorMessage: ID_EXT: 1452244134104, User: cen84027, get errId EMC-0096
 10:08:54.771  INFO | cz.ness.documentum.cskld.codetables.data.CsCMessageCodeTable - ID_EXT: 1452244134104, User: cen84027 ... getErrorMessage end [100].
 10:08:54.772  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134104, User: cen84027 ... createErroOutput end [100].
 10:08:54.772  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134104, User: cen84027 ... createErrorOutput end [100].
 10:08:54.772  INFO | cz.ness.documentum.cskld.sbo.utils.CsSboUtils - ID_EXT: 1452244134104, User: cen84027 ... createErrorOutput end [100].
 10:08:54.773  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecord end [100].
 10:08:54.773  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboRecord - ID_EXT: 1452244134104, User: cen84027 ... saveRecordWrapper end [100].
 10:08:57.552  INFO | com.emc.xcp.rest.core.process.controller.ProcessController - startProcess: User: cen77895, Process: cs_cs_sp_add_record_to_box
 10:08:57.555  INFO | cz.ness.documentum.cskld.impl.CsContext - New request context ID_EXT: 1452244137555, User: cen77895
 10:08:57.556  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboBox - ID_EXT: 1452244137555, User: cen77895 ... addRecordToBoxSBO start.
 10:08:57.556  INFO | cz.ness.documentum.cskld.helper.DynamicGroupHelper - Adding dynamic group cs_superusers_dynamic into session for User: cen77895.
 10:08:57.585  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244137555, User: cen77895 ... lockObject start.
 10:08:57.585  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - lockObject: input: ObjectLockerInput [boAbsObjectId=0802939686217c4a, joinName=, waitIntervalSec=0, boAbsObjectIds=[]]
 10:08:57.588  INFO | cz.ness.documentum.cskld.sbo.impl.CsSboLock - ID_EXT: 1452244137555, User: cen77895 ... lockObject end [100].
